P,S
친구하고 얘기를 해보고 안 되면 놀리는 애들에게 한 마디 해줄 거야.,진지하게 이야기하면 알 수 있을 거예요.
내가 그것들 생각을 말아야지 .,기분이 나아지셨으면 좋겠어요.
일단 부하직원을 크게 혼낼거야.,잘 해결하실거라 믿어요.
답장을 안 하니까 나한테 실망했다는 거 있지.,답장을 안 하니까 실망했다는 얘기를 들었군요.
딸내미에게 시켜봐야겠다!,따님이 잘 알려주면 좋겠네요!
내일 다른 회원들한테 얘기를 꺼내서 모임장을 탈퇴시켜야겠어.,다른 회원들과의 대화를 통해 상황이 좋아졌으면 좋겠어요.
아무래도 낮에 일을 최대한 많이 해놔야겠지.,기운 내서 일을 잘 해결해내시면 좋겠어요.
영희 주변을 맴돌며 친해질 기회를 엿보고 있어.,그러면 얼른 친해질 수 있겠네요.
혼자 먹을 커피를 몇 달 동안 계속 나보고 시키니까 내가 짜증이 안 나겠어?,본인 돈으로 커피를 사 오라고 시키는 것이 짜증 나시는군요.
따돌림에서 벗어날 수 있겠지?,항상 응원할게요.
나의 나이와 녹내장의 운명을 받아들이기로 결심했어.,녹내장이 최대한 느리게 왔으면 좋겠어요.
아무 일도 아니라고 하시는데. 너무 걱정돼,정말 걱정스러우시겠네요.
기말고사 때 평균 구십 점 이상 오르면 터치하지 말라고 얘기할 거야.,그렇게 해서 문제가 해결됐으면 좋겠어요.
얘기를 아무리 해도 매번 나한테 말도 없이 술을 마시고 늦게 들어와서 너무 화가 나.,남편 분이 말도 없이 늦게 오고 술도 마시고 와서 화가 많이 나시겠어요.
마지막이라고 생각하고 선생님한테 다 이야기 해볼까봐.,잘 해결되셨으면 좋겠네요.
이제 앞으로 어떻게 해야 할지 고민이야.,너무 화가 나더라도 차분히 생각하고 계산적으로 행동하는 게 좋을 것 같아요.
생일인 걸 티를 내서 축하를 받아야겠어.,원하시는 결과가 있으면 좋겠네요.
언니한테 솔직하게 얘기해봐야겠어.,언니랑 대화가 잘 되었으면 좋겠어요.
이번 승진이 누락됐어 이미 정해진 내정자가있었나봐.,불합리한 일을 겪으셨군요 마음이 어려우시겠어요.
발로 친구를 찬 애가 누구인지 선생님께 말씀드리면 선생님이 막아 주실 거야.,선생님에게 말을 해서 친구가 앞으로 안전하게 지냈으면 좋겠어요.
아주 건강한데 조심하려고.,항상 건강하세요.
그래도 병원을 다니는 게 좋을 거 같아.,힘들어도 곧 행복이 찾아올 거예요.
나는 평생 아프고 싶지 않아.,아 그러시군요.
아직 산지 얼마 안됐으니까 수리 서비스 보장범위를 알아봐야겠어.,수리 서비스로 보장이 잘 되었으면 좋겠네요.
공부 열심히 하고 들어왔으니까 잔소리 하지 말아달라고 솔직하게 말해봐야겠다.,어머니가 들어주셨으면 좋겠네요.
어떻게 말해야 들어주실까,솔직하게 숙제가 너무 많아서 힘들다고 말해보도록 해요
앞으로는 절대 그 친구에게 차를 빌려주지 말아야겠어.,차를 빌려주지 않음으로 화가 난 기분이 조금이라도 풀리길 바라요.
그러니까 짜증이 나겠지?,그럼 충분히 짜증나실만 하신 상황이시네요.
하나라도 아끼려는데 안 도와주네,직접 돈을 내라고 하세요
나는 별로 친하지 않다고 생각하는데 본인은 그렇게 생각하는 것 같아.,서로에 대해 느끼는 친밀감의 정도가 다르다는 것은 참 당혹스러운 일이에요.
엄마한테 노크는 하고 들어오라 말씀 드려야겠어.,어머님께 잘 말씀 드려서 화가 난 감정이 사라지길 바라요.
지금은 아까보다는 감정이 차분해지긴 했지만 아까만 생각하면 화나.,계속 마음이 좋지 않으시군요. 
자기네들 감정만 우선이지 뭐.,당신의 의사와는 상관없이 그러시니 속상하시겠어요.
일단 이 보고서 일을 마무리하고 동료랑 이야기해 봐야겠어.,동료와 좋은 방향으로 대화가 마무리되길 바랄게요.
검사 결과 나는 친화력이 좋고 낯을 가리지 않아서 서비스직이 적합하다고 나왔어.,꼭 진로를 찾으실 수 있으시길 바라요.
내가 여러 병이 있어.,그 때까지 건강을 잘 챙기면 될 거예요.
예약을 취소하니 위약금을 내야 한다는데 내 얘기를 들었으면 이런 일이 없었을 거야.,그런 일이 없을 수도 있었는데 정말 속상하시겠네요.
쉬는 날에 나가서 친구들과 남편 욕 좀 하고 와야겠어.,친구 분들과의 대화로 기분 전환이 되었으면 좋겠어요.
다른 장소로 옮겨야 겠어.,취객은 상대 안하시고 피하시는게 제일 좋은 거 같아요.
꼭 이럴 때 찾아와서 사람 힘들게 하는지 모르겠어!,힘드실 때 친구분이 찾아왔군요.
친구들에게 진지하게 얘기를 좀 해봐야겠어.,친구들과의 대화를 통해 문제가 해결되길 바라요.
상황이 나아지면 좋겠지만 이미 늦은것 같아.,지금 어색한 그 관계를 풀어나갈 방법이 있지 않을까요?
가장 좋은 방법은 그런 상황에 휘말리지 않는 거니까 그 친구와는 거릴 두려고 해.,친구와의 거릴 통해서 앞으로 원치 않는 상황에 빠지지 않기를 바랄게요.
혼자 생각할 시간을 가져봐야겠어.,혼자만의 시간으로 잘 극복하면 좋겠어요.
하지만 남자친구가 나중에 결혼하자고 했어 오늘 남자친구에게 결혼에 대해서 다시 말해봐야겠어.,사랑하는 사이에는 서로의 의견이 중요하죠 좋은 결과가 있을꺼에요.
역시 오빠랑 진지하게 대화를 해봐야겠어.,오빠와 대화를 통해 잘 해결되었으면 좋겠어요.
일단 이 분노를 좀 식히게 친구랑 전화를 좀 할까 봐.,친구와의 전화 통화로 마음이 좀 진정되셨으면 좋겠어요.
요즘 집에서 대화가 거의 없었는데 주말에 식사나 여행할 시간을 많이 만들어 봐야겠어.,가족과 시간을 보내면서 가족과의 관계가 회복되길 바랄게요.
엄마한테 전화해서 돈 보내달라고 해야겠어.,엄마한테 말씀드려서 배고픔이 해결됐으면 좋겠네요.
밤낚시라도 가서 우울한 마음을 털어내 봐야겠어.,우울함을 털어내는 좋은 방법이 되길 바라요.
나이도 있으니 적게 벌고 적게 쓰자고 아내를 설득해봐야겠어.,아내와의 대화가 잘 돼서 기분이 나아지면 좋겠어요.
본인은 아무것도 안하면서 내게 시키는 모습에 어찌나 화가 났는지 몰라.,지금 기분을 풀 수 있는 방법을 생각해보시는 것도 좋을 것 같아요.
말하고 싶지도 않아.,많이 속상하셔서 말씀하기 어려우신 것 같네요.
취업한 친구들과 상의를 해봐야겠어.,친구들과의 대화로 기분이 풀렸으면 좋겠어요.
가벼운 운동이라도 해봐야겠어.,좋은 생각이네요.
아빠가 나에게 진심으로 사과하고 다음번에는 꼭 약속을 지켜줬으면 좋겠어.,솔직히 말을 해서 잘 해결 되었으면 좋겠어요.
이유 없이 자꾸 짜증이 나서 정신의학과에 가봐야 하나 생각도 하고 있어.,최근 이유없는 짜증이 늘어서 병원에 가보실 생각도 하시는군요.
때릴 것 같은 행동을 하면서 억지로 웃으라고 했다는 걸 학교폭력위원회에 얘기해야지.,학교폭력위원회에서 의견이 잘 받아들여지길 바랄게요.
나와 같은 환자들이 모여 있는 카페에 가입해서 다들 어떻게 극복하고 있는지 찾아봐야겠어.,다른 분들의 경험담을 들으며 기분이 나아지셨으면 좋겠어요.
다른 신약도 나왔으면 좋겠지만 아직은 그런 소식이 없으니 나는 죽을거야.,다른 신약이 빨리 나와서 자신을 망치는 생각을 하지 않았으면 좋겠어요.
그냥 내가 뚫고 말았지만 이제는 정말 하기 싫어.,좋은 방법을 찾아서 잘 해결했으면 좋겠어요.
그 친구한테 돈을 빌려준 다른 친구가 있는데 그 친구와 함께 의논을 해봐야겠어.,친구와의 의논으로 해결가능한 방향을 찾았으면 좋겠네요.
신나게 게임을 하고나면 좋을 것 같아.,신나는 게임을 하고나면 당신은 기분이 좋아질 것 같아요.
부모님께선 상담을 받아보자고 하시는 데 도움이 될진 모르겠지만 상담을 받아봐야겠어.,상담을 받고 마음이 나아지면 좋겠어요.
사실대로 말하는 것이 가장 좋은 방법인 것 같아.,사실대로 말을 해서 생각한 대로 잘 해결이 되었으면 좋겠어요.
돈이 중요하긴 하지만 돈 때문에 친구를 이용하는 사람들이 너무 많아서 짜증나.,우정에 비하면 돈은 정말 사소한 가치에 지나지 않는데 말이죠.
아무 생각도 안 하고 푹 쉬고 싶어.,이 감정을 나눌 수 있는 사람이 주위에 있었으면 좋겠네요.
참다가 도저히 안 되겠으면 보고를 해볼 생각이야.,직장 일이 잘 해결되었으면 좋겠어요.
안되면 한명씩 힘으로라도 제압해야겠어.,따끔한 맛을 보여줘서라도 당신을 더 이상 무시하지 않길 바래요.
며칠 동안은 혼자 조용히 생각하고 화가 가라앉으면 그 때 속상했다고 얘기해야겠어.,차분히 감정을 전하는 일이 상황에 도움이 되었으면 좋겠네요.
친한 친구한테 배신을 당한 이후로부터 그렇게 느껴.,그런 일이 있어서 더 그렇게 생각되시나봐요.
봉사는 참 어려운 것 같아.,힘들어도 보람된 일이라고 생각이 들어요.
젊을때 열심히 일하고 투자가 잘되었어.,앞으로도 여유로운 삶을 응원 할깨요.
아무래도 어른들의 도움을 받아야 될 것 같아.,어른들과의 대화로 잘 풀렸으면 좋겠어요.
주변 사람들한테 들려오더라고.,친구들이 그런 사람들이라 화가 나셨겠네요.
코로나 때문에 나가지도 못하고.,고생하시는군요.
아내랑 이야기를 해서 어느 정도는 내가 관리하고 싶어.,아내 분과 이야기 잘 해서 다시는 급한 일이 있을 때 당황해하지 않으셨으면 좋겠어요.
얼마나 통할지는 모르겠지만 일단 대화를 해 봐야 겠네.,서로 합의점을 찾으셔서 평화로운 일요일을 보내셨으면 좋겠어요.
애 혼자서 공부하는 방법을 배우는 게 더 중요한 것 같아.,자기주도학습법이 중요하다고 생각하시는군요. 
나보다 더 심한 친구들도 있었는데 왜 나한테만 그러는지 모르겠어.,학교폭력 상황에서 다른 친구들도 있었군요.
역시 담임선생님께 내가 본 걸 솔직하게 말씀드려야겠어.,선생님께서 사실을 알게 되어서 앞으로 같은 일이 반복되지 않기를 바라요.
남에게 상처 주는 말도 거침없이 하고 속마음을 있는 그대로 표현하는 사람.,그렇다면 공격적 성향은 다른 사람에게 상처를 줄 수도 있겠군요.
하지만 학부모들이랑 친목을 가져본 적도 없고 그런 단체 행사에 참여하는 편이 아니라.,여태 가본 적이 없어 더욱 고민이시겠어요.
이대로는 분이 풀리지 않을거 같으니까 시도라도 하는거지.,잘 해결되시길 바랄게요.
방관하는 다른 애들한테 가만히 지켜보지만 말고 너네도 같이 괴롭힘 당하는 친구를 도와주라고 말하고 싶어.,방관하는 친구들에게 괴롭힘 당하는 친구를 함께 돕자고 말하고 싶으시군요.
내가 낸 아이디어에 대해서는 정당한 지분을 요구해야겠어.,권리도 찾으시고 힘든 마음도 해소하셨으면 좋겠어요.
친구가 계산을 했는데 사실 얼마나 창피했는지 몰라.,친구분도 이해하실거예요.
내 대인관계를 다 망치려고 했어.,어떤 사람이 당신의 대인관계를 망치려고 해서 분노가 솟구쳐 올랐군요.
사람들이 다들 내 마음 같지 않다는 생각이 드네.,자신의 마음과 같지 않은 사람들 때문에 실망감이 크실 것 같군요.
그냥 조금만 참아야지.,잠시 동안 참고 다시 환경이 좋아졌으면 좋겠어요.
나 아직 건강하다고 노인 복지 시설 직원들에게 티를 낼 거야.,건강하다는 걸 보여주고 꼭 노인 복지 시설로 가지 않길 빌게요.
여자를 이용해서 한 몫 잡으려는게 심지어 역겹기까지 해.,부인을 사랑의 대상으로 보는 것이 아니라 돈으로 보는 지인라고 생각하시나보군요.
꽤 오랫동안 당한모양인데 내일 당장 교무실에 찾아가려고.,괴롭힘 당하는 친구때문에 대신 나서려고 하시는거군요?
집에서 계속 부모님께 툴툴대는 것 같아.,곧잘 될 거에요.
가족끼리 다녀오라고 하고 나중에 같이 가자고 간곡히 말해야겠어.,대화가 잘 마무리돼 상황이 해결되길 바랄게요.
그렇지 않도록 노력해야 할 것 같아.,그렇지 않게 하기 위해서는 어떻게 하는 것이 도움이 될까요?
남편이 아이들한테 성적 때문에 야단을 치니 아이들이 나한테 방어적으로 대하네요.,서로 방어적인 마음이 얼른 풀렸으면 좋겠네요.
집에서는 가족들만 괴롭히니 이제는 요양원에 보내야겠어.,요양원에 가서 상황이 나아지면 좋겠어요.
