P,S
좀 더 격이 없이 대화하기 위해 영어이름을 써보면 어떨까 싶어.,그런 노력으로 잘 해결되길 바랄게요.
내가 갈 길에 대해 잘 생각해봐야겠어.,비통한 심정이지만 좋은 결론 내시기 바랄게요.
너무 앞만 보고 달려가지 말고 내 주변을 둘러보는 시간을 가져야겠어.,자신을 위한 시간을 가지며 이 상황을 잘 극복하기를 바라요.
그냥 이제부터는 더 열심히 해서 내 인생에서 무엇인가 바뀌게 하는 것이 좋을 것 같아.,열심히 살아서 인생을 바꾸는 것도 좋은 방법인 것 같네요.
아직 정정기간이 끝나지 않았으니 내일 선생님을 찾아가 봐야겠어.,일이 뜻대로 잘 이루어졌으면 좋겠어요.
나도 아프기 전에는 건강이 이렇게 소중한 줄은 몰랐어.,힘들더라도 지금으로선 치료 충실히 받는 방법 밖에는 없어요.
내가 중학교를 졸업하면 나아지겠지.,힘내시길 바라요.
엄마와 동생에게 실망이지만 가족이라 어떻게 해야 할지 모르겠어.,엄마가 사용자님의 마음을 헤아려 상황이 잘 해결되면 좋겠네요.
진짜 그래야 겠어  나만 잘한다고 다 괜찮은게 아닌거 같아,맞아요  팀에 일원으로서 다 같이 함께 한다면 팀원들도 당신을 더 좋아할 거에요
산책이라도 하며 마음을 좀 달래야겠어.,산책을 통해 기분이 풀렸으면 좋겠어요.
부업을 찾아야겠어.,부업을 찾아서 상황이 잘 해결되길 바라요.
며느리와 좀 더 대화를 나눠봐야겠어.,문제가 빨리 해결됐으면 좋겠어요.
그래 고마워 나라도 열심히 살아야지.,항상 응원할게요.
아이들을 찾아가서 내가 한 말에 대해 사과를 하면 관계 개선이 될 거 같아.,사과가 잘 받아 들여져서 친구들과 원만한 관계가 되길 바랄게요.
잠도 줄여보고 다른 책도 찾아보고 선생님께 상담도 했지.,이번에도 현명한 방법을 찾을 거라 믿어요.
그녀와 진솔하게 대화를 나눠보면 좋을 것 같아.,진솔한 대화를 통해 원하는 결과를 얻으시길 바라요.
인사팀에 찾아가서 상의를 해 볼 생각이야.,인사팀과 상의해서 일이 잘 해결되었으면 좋겠어요.
남편이 결혼전과 너무 달라졌어.,너무 혼란스러울만하네요.
딸과 지난 일에 대해 잘 이야기해서 풀어주고 지금이라도 원하는 게 있다면 지원해 주려고 해.,따님과의 대화가 잘 이루어져서 슬픈 마음이 잘 풀어지셨으면 좋겠어요.
물어본다고 달리지지 않을거 같아.,조금의 희망을 가지면 달리질수도 있을거에요.
친구들과 파자마 파티도 하고 선물 교환도 할 거야.,친구들과 좋은 추억을 만들고 변함없는 우정을 유지하시길 바랄게요.
보고 싶었던 영화를 좀 보면서 기분 전환을 해야겠어.,확실히 기분 전환이 될 것 같아요.
일단 기다려보다가 아빠한테 연락 오면 솔직하게 말씀드리려고.,아버님께 연락이 오면 솔직한 말을 전하여 실망감이 사라지길 바라요.
성적 말고도 나는 무한한 성장 가능성이 내재된 사람이란 것을 보여드려야겠어.,잠재력을 가지고 더 멋진 사람으로 성장하기를 바라요.
다음에 천식도 좋아지고 미세먼지도 좋아지는 날이 있을까?,그럼요 천식도 좋아지고 미세먼지도 좋아질 때 손주 들과 놀러 나갈 수 있는 날이 있을꺼예요.
생각해보니 기회가 있었네. ,좋은 결과 있기를 바랍니다.
그래도 단기간 보다는 꾸준하게 건강관리를 해야겠지?,꾸준하게 건강을 관리하는 것은 정말 어려운 일이군요.
친구를 도와주고 싶었지만 행동을 하기엔 어려웠어.,도와주고 싶었던 마음을 기억해서 앞으로는 후회하는 일이 없길 바라요.
더 이상 내가 할 수 있는 건 아무것도 없어.,주위에서 지금의 감정을 나눌 수 있는 사람이 있었으면 좋겠어요.
그냥 혼자 지내는 게 더 편할 거 같아.,어떤 선택을 하든지 간에 저는 당신을 응원할게요.
이유 없이 욕을 들었어.,친한 친구들한테 따돌림을 받아서 속상하셨겠어요.
쉬는 날에 바람 좀 쐬러 가야겠어.,즐거운 시간 보내면서 기분이 풀렸으면 좋겠어요.
공연을 할 때 사람들 앞에서 덜 긴장하도록 따로 연습해야겠어.,연습으로 긴장을 풀 수 있으면 좋겠어요.
내 능력을 다시 보여줄 때야.,능력을 펼쳐 기회가 주어지길 바라요.
남편에게 더 잘하고 간호도 잘해야지.,정성 어린 간호로 지금 상황을 잘 극복했으면 좋겠어요.
지금은 집에서 아무것도 안 하고 푹 쉬고 싶어.,푹 쉬면서 심란한 마음이 가라앉으면 좋겠어요.
가족을 위해 계속 일만 했는데 남는 건 병든 육체뿐이니 서글프지.,가족을 위해 헌신했는데 그 대가로 건강이 악화되신 거니 서글퍼 하실 만하네요.
세 번째 결혼은 잘 할 수 있을까?,항상 응원할게요.
그 친구한테 먼저 손 내밀어 주지 못해서 미안하다고 사과를 하고 잘 지내보려 노력해야겠어.,사과와 노력을 함으로써 그 친구랑 잘 지냈으면 좋겠어요.
딸이 어서 건강해졌으면 좋겠어요.,딸이 빨리 건강해져서 이 상황을 극복할 수 있게 되길 바래요.
응 살아갈 의욕이 없어.,건강을 회복할 방법은 어떤 것이 있을까요?
응 정말 후회가 되네.,앞으로 더 좋은 날들이 있을 거예요.
이것저것 많은데 걱정되는 목록들을 적어야겠어.,걱정이 조금이라도 덜어지면 좋겠어요.
유명한 병원에서 물리치료까지 받았는데 말이야.,그렇다면 허리가 나아질 수 있는 다른 방법은 무엇이 있을까요?
더 적극적으로 빨리 취업을 하도록 해야겠어.,좋은 결과가 있기를 바라요.
한 달 정도 일을 쉬고 공기 좋은 시골로 내려가 지내고 싶어.,한 달 정도는 쉬고 싶으시군요.
소일거리라도 찾으면서 경제활동을 이어가야지.,좋은 소일거리 찾으시길 바랄게요.
직접적으로 김 영감에게 사과를 받아야겠어.,그걸로 좀 더 행복해지시길 바라요.
친척들과 대화하려는 시도가 좋은 시작이 될 수 있을 것 같아.,친척들과 대화하는 것이 좋은 결과로 이어진다면 좋겠어요.
당일로 갔다 올 수 있는 가까운 바다를 찾아서 친구랑 갔다 올 생각이야.,가까운 바다를 찾아서 친구랑 좋은 시간 보냈으면 좋겠어요.
이제 교사들은 스승이 아닌 교육서비스 제공자로 전락했어. ,직업의 성격에 대해 무척이나 비관하게 되셨네요. 
부모님 모시고 자식 뒷바라지에 정말 끝도 없이 돈이 들어가네.,그래도 가족들이 힘이 되어 줄거에요 힘내세요.
사내 게시판에 글을 올리고 사과를 요구해야겠어.,꼭 사과 받으실 수 있었으면 좋겠어요.
다음 시험에는 공부를 열심히 해서 어머니께 칭찬을 받을 거야.,다음 시험은 공부를 열심히 하셔서 용돈을 받으셨으면 좋겠어요.
이제부터는 딸에게 기대하기보단 내 노년 생활을 즐기는데 집중해야겠어.,이제부터는 즐거운 노년 생활을 보내시길 바라요.
휴직 기간 동안 단기 아르바이트라도 구하려고 찾아봤는데 지원자가 많아서 그런지 일이 거의 없어.,좋은 방안이 생기시길 계속 응원하고 있을게요.
그러게 괜히 하루가 더 길고 힘들게 느껴지는거같네.,그래도 오늘하루도 무사히 지나갔으니까 화이팅하세요.
평소에 같이 운동하던 친구들 만나서 술 한잔 하면서 이야기 좀 해야지.,친구들과 대화로 기분이 풀렸으면 좋겠어요.
미리 알려줬으면 덜 낙심했을텐데.,미리 알려주지 않아 더욱 실망하셨군요.
아니 나도 무뚝뚝하기는해,그렇다고 사랑이 없지는 안아 다들 표현하는 방식이 다를뿐이야 너부터 조금  부드럽게 스킨쉽도 해봐 달라질거야
유재석이 나오는 프로그램이 조금 재미있던데 그 프로그램을 다시 봐야겠어.,프로그램을 시청하시면서 기분이 나아지셨으면 좋겠어요.
주말에 가족들이랑 야외로 캠핑 가서 바람이나 쐬고 올까 해.,가족들이랑 자연 속에서 힐링하면서 쉼의 시간을 가지면 좋겠네요.
암 치료 비용이 이렇게 많이 드는지 몰랐어.,암이 걸린 것도 속상한데 돈까지 많이 들어가서 힘드시겠어요.
내가 갚아줄 능력도 안 되고 착잡하네.,마음처럼 되지 않아서 낙담되시겠어요.
그래도 첫째 아이가 잘 커 줘서 고맙고 대견한 마음이 들어.,아이가 커가는 모습이 뿌듯하신 것 같아 저도 마음이 흐뭇하네요.
요즘 체중이 많이 늘어나서 운동과 식습관 조절을 같이 해볼까 해.,운동과 식습관 조절을 같이 하면 건강관리에 도움을 받겠군요.
별 탈 없이 잘 낳을 수 있겠지?,잘해내실 거에요.
주위 사람 중에 자식을 입양한 사람도 있긴하더라.,그 방법도 고려해보셔도 괜찮을 것 같아요.
지금이라도 수능 공부를 다시 열심히 해서 더 좋은 대학에 갈 거야.,공부를 열심히 해서 좋은 결과가 있었으면 좋겠어요.
그냥 이 상황에서 벗어나고 싶어.,어떻게 해야 할지 상의 할 수 있는 사람이 주위에 있었으면 좋겠네요.
많이 속상하셨겠어요.,나는 바른 연애를 하고 있다고 생각했는데 허망하게 끝났어.
지금은 어떻게 해도 안 좋을 거 같아.,힘드시겠지만 기운 내세요.
주변 사람들과 얘기를 해서 상담을 하거나 가족들과 얘기를 나누어 봐야겠어.,주변 사람들과 가족들을 통해 몸과 마음이 나아지셨으면 좋겠네요.
이유가 뭔지 아무리 생각해도 모르겠어.,때로는 노력만으로 이루지 못할 것도 있어 보여요. 
정말 사소한 일이라 가운데서 내가 곤란해.,친구들이 다퉈서 사이에서 속상하셨겠네요.
항상 우울하고 부정적으로 생각하며 살면 건강하지 않을 거 같아.,항상 긍정적으로 건강하게 살아야 할 거 같아요.
한 끼를 먹더라도 꼭 가족들과 맛있는 음식을 먹고 싶어.,가족 분들과 좋은 식사시간을 보내면서 건강도 차츰 나아지시면 좋겠네요.
합격하는 거 외엔 없지 부디 이번에는 통과됐으면 좋겠네,합격하시길 기원합니다
한 번 터놓고 얘기할 수 있는 자리를 만들어야 할 것 같아.,솔직히 얘기하는 자리를 만드는 게 도움이 될 것 같다고 생각되시나 봐요.
사람들이 진심을 담아서 나에게 말해줬으면 좋겠어.,진심을 담아 사람들이 사용자님을 위로했으면 좋겠네요.
그래도 가족밖에 더 있겠어?,그래도 가족 얘기는 가족과 하시려 하는군요.
친구들과 나가서 기분 전환하면 지금의 슬픔을 잠시 잊을 수 있을 것 같아.,친구들과 좋은 시간 보내셨으면 좋겠어요.
보험담당자랑 상의해서 해지 또는 변경을 논의해보려고 해.,담당자랑 논의해서 보험의 혜택을 받을 수 있으셨으면 좋겠어요.
아무래도 오늘부터 헬스장에서 유산소 운동을 시작해야겠어.,헬스장에서 유산소 운동을 통해 부모님께서 외모에 대한 평가를 안하면 좋겠네요.
그래도 우울하다가도 강아지 산책시키면 기분 좋아지니 지금도 한 번 산책시키고 와야겠어.,반려견과 보내는 시간이 좋으시다니 잘된 일이네요.
그렇게 쉬운 문제가 아니야 짜증나고 우울해 죽겠어.,어떤 회사든 어떤 업무 든 스트레스는 있게 마련이지요.
말해도 본인은 그런적 없다는 식이라 나만 상처받아.,아버지의 강압적인 태도 때문에 많이 속상하고 힘드실 것 같아요.
다니고 있는 회사에 충실하다 보면 다른 기회가 올 수도 있다고 긍정적으로 생각할래.,긍정적인 생각으로 슬픔이 나아지길 바라요.
내가 좀 더 주변 사람들을 챙겨야 할 것 같아.,주변 사람들을 챙기기로 마음을 먹었나 보네요.
대인 관계에서 대화를 통해서  소속감도 느끼며 살아가는 게 즐거움인데 말이지.,어떻게 하면 집에서도 즐거울 수 있을까요?
잔소리가 될까봐 얘기도 못했어.,교육한 것에 비해 성적이 안나와서 실망하셨겠네요.
나도 뭔가 새로운 것을 배우거나 시도하면 좋을것 같아.,새로운 것을 배우거나 시도하면서 지금 상황을 잘 극복하기 바라요.
애들한테 내 솔직한 감정을 이야기해야겠어.,자녀 분들과의 솔직한 대화로 상황이 개선되길 바라요.
일단 너무 걱정하지 않고 부족한 시간을 짜내서라도 스펙을 쌓아서 취업을 하는 게 좋을 것 같아.,긍정적이게 생각을 하면서 열심히 하는 것도 좋은 방법인 것 같네요.
대기업에 최종 합격한 대학 선배들에게 면접 잘 보는 법에 관해 물어봐야겠어.,같은 경험을 한 선배들이 있어 큰 도움이 되는군요.
"응, 나는 왜 이렇게 사람 사귀는 게 힘든지 모르겠어.",본인의 그런 점에 자책하는 마음이 드신 것 같아요.
