P,S
가족과 친척들에게도 알려줘야겠어.,그분들도 함께 그 기분을 나누었으면 좋겠어요.
남들이 알아주지 않아도 내 일을 묵묵히 끝까지 열심히 해냈던 것 같아.,앞으로도 꾸준히 잘 하셔서 인정받길 바라요.
한 달에 한 번씩 다 같이 모이자고 제안해봐야겠어.,꼭 그렇게 되길 바라요.
매일 구웠고 앞으로도 더 열심히 하려고.,앞으로도 힘내시길 바라요.
회사에서 인정받아 성과급도 받고 보람이 있네.,노고를 인정받았다니 정말 축하드려요.
하지만 다행히 막판에 팀원들이 혼연일체가 되어 문제를 잘 해결해서 안도감이 들었어.,많이 긴장하셨을 텐데 잘 되셨다니 다행이네요.
통증이 너무 심했는데 고통이 줄어든다니 너무 신이 나는군.,새로운 치료법으로 치료가 잘 되었으면 좋겠어요.
두려워도 떨지 말고 자신 있게 회사생활을 하는 게 좋겠어.,원하는 회사에서 두려워하지 말고 잘 생활 했으면 좋겠어요.
예전 싸웠던 일에 대해 이야기하고 다시 사과하고 싶어.,다시 사과하시고 기분이 해소되시길 바라요.
처음엔 힘들었는데 꾸준하게 하니 나에게도 맞는지 정말 만족스러워.,지금처럼 소식하는 습관으로 건강한 삶을 이어가실 수 있었으면 해요.
아주 건강해.,항상 응원할게요.
코로나가 끝나더라도 재택근무를 하는 날이 많아졌으면 좋겠어.,재택근무 만족도가 높다니 다행이네요.
나는 함께 하는 사람들이 원하는 것을 파악하는 능력이 뛰어나. ,긍정적인 자기인식을 갖고 계시네요.
나도 친구에게 도움이 필요하면 꼭 도와줘야겠어.,서로 도우며 앞으로도 친구들과 좋은 관계를 이어가길 바랄게요.
그래도 모아둔 돈이 많으니까 안심이 되는 느낌이야.,그러시다면 다행이네요.
맞아 그래도 걔보다 결국 좋은 회사 취직해서 좋아.,아무쪼록 더 좋은 곳에 취직해서 축하드려요.
앞으로 이 관계를 잘 유지해야겠어.,관계유지에 힘쓰시기로 하셨군요.
매일 운동하고 좋은 음식 골라먹으며 지금처럼 건강하게 살다 죽을 거야.,앞으로도 건강하게 오래오래 사시길 바랄게요.
좋아하는 것과 공부의 이유를 알아야 하려나?,좋아하는 것과 공부의 이유를 찾는다면 좋겠군요!
맞아 애지중지 키웠지 수술이 끝나면 딸에게 고맙다고 꼭 말하려고.,수술을 성공적으로 마치고 나서 사용자님의 고마움을 딸이 꼭 알아줬으면 좋겠네요.
다들 맡기 꺼렸던 프로젝트를 도맡아 했거든.,앞으로도 기분 좋은 일들만 가득하길 바라요.
다음에 애인과의 데이트 약속은 약속시간부터 전부 애인에게 잘 맞출 거야.,애인과 앞으로도 좋은 연애를 해 나가시길 바라요.
쉬엄쉬엄 일 하면서 나에게 휴식을 줄까 생각 중이야.,휴식으로 좋은 시간을 보내면서 스트레스 해소가 됐으면 좋겠어요.
아들에게 문자로 고맙고 사랑한다고 말해줘야겠어.,아들에게 그 마음이 잘 전달되었으면 좋겠어요.
내가 새로운 아이디어를 지금보다 더 많이 만들어 내야겠어.,새로운 아이디어를 통해서 회사일 멋지게 잘 해내기를 바라요.
듣기 평가 중간 중간에 자꾸 딴 생각이 들었는데 오늘은 영어 듣기만 생각했어.,오늘처럼 끝까지 집중하면 다음 듣기 평가에도 분명히 좋은 점수를 받을 거예요.
응 너무 기분이 좋은 요즘이네.,정말 축하드려야 겠네요.
찾아온 아이와 식사를 하고 성인이 된 것에 대해 축하 인사를 전하겠어.,아이와 즐거운 식사시간 되길 바라요.
선생님이 너무 부담스러워하시진 않을까?,학생의 편지라면 그 편지가 어떤 편지든 감사히 생각해주실 거예요.
내 감정을 글로 쓰면서 마음을 다스려야겠어.,글을 통해 마음이 차분해져서 부모님과 더욱 기쁨을 잘 나눌 수 있길 바라요.
고마워 앞으로도 열심히 먹을게.,좋은 일만 있기를 바래요.
아들도 원하는 곳에 가게 되어 더 기분이 좋아.,아드님이 원하는 대학에 합격하셨다니 축하드려요.
힘들 때나 슬플 때나 함께할 수 있는 가족이 있다는 건 정말 소중한 것 같아.,소중한 사람들이 곁에 있어서 다행이에요.
애들도 사회에 잘 적응해 주면 좋겠어.,꼭 그렇게 되기를 바랍니다!
고생한 부서원들이랑 회식 자리 마련하려고 해.,고생한 만큼 부서원들끼리 격려하는 자리가 되길 바라요. 
열심히 해서 부모님을 실망시키지 않을 거야.,학원 공부가 잘되길 바랄게요.
작은 선물이라도 좀 준비해서 드려야겠어.,사용자님의 선물을 받고 좋아해주셨으면 좋겠네요.
내가 할 수 있는 것과 해야 하는 것을 차분히 준비한다면 손님은 자연스레 늘어날 거야.,준비를 착실하게 해서 손님이 많아졌으면 좋겠어요.
빠뜨리지 말고 준비할 것이 있을까?,차근차근 준비하시면 잘 진행될 거에요.
운동도 하고 열심히 관리했어.,건강에 대한 자신감이 있어서 좋아요.
법률 공부도 하고 자격증을 따려 해.,앞으로 법률공부를 더 많이 하면 좋겠어요.
이번 시험기간처럼 다음 시험기간에도 열심히 공부해야지.,열심히 하셔서 다음 시험도 잘 보시면 좋겠어요.
그동안 하지 못했던 일을 하면서 프로젝트에 관한 정보를 더 모으는 게 좋겠어.,하지 못했던 일들도 프로젝트도 잘 해결되길 바라요.
이번에 마지막 회식을 하면서 내 고마운 감정들을 말할 예정이야.,좋은 시간되길 바랄게요.
가족이랑 얘기하고 나아졌어.,신뢰하는 가족이 있어 다행이에요.
나도 직장상사를 믿고 신뢰하고 있으니 이런 관계가 유지될수 있는것 같아.,두분의 좋은 관계가 꾸준히 이어졌으면 좋겠어요.
부지런히 생활하도록 노력해야겠어.,부지런히 생활해서 일을 잘하셨으면 좋겠어요.
맞아 나에게 하는 보상이야.,오늘도 편안한 하루가 되셨길 바랄게요.
앞으로 더 열심히 해야겠어.,생각한 대로 흘러갔으면 좋겠어요.
딸이기만 했는데 이제 한 아이의 엄마가 된다는 게 가장 감격스러워!,딸이 엄마가 됐다니 정말 좋으시겠어요!
볼거리 먹을거리 등 여행에 대한 기대감에 부풀었지.,좋은 추억 많이 만들고 오시기 바라요.
삼 년 동안 준비했는데 이제야 돼서 정말 기뻐.,오랫동안 준비하셨는데 잘 되셔서 기쁘시겠어요.
당뇨가 있어서 건강에 좋은 것들 좀 사다놔야겠어.,좋은 생각인것 같네요.
분산투자가 답이더라고.,그렇게 해결하신 거군요.
이번에 한 노력 그 이상으로 더 열심히 공부해야겠어,다음번 결과도 이번처럼 좋게를 바랄게요
나이가 많으면 병원비가 많이 나오는데 보탬이 되어서 다행이야.,병원비가 보템이 되어서 다행이네요.
상태가 많이 좋아졌어.,좋아져서 정말 다행이에요.
앞으로도 일등을 계속 유지하기 위해서 더 열심히 공부하려고 해.,더 열심히 공부하셔서 앞으로도 일등을 유지하시면 좋겠어요.
이제 믿고 일만 열심히 하면 될거같아.,언제나 힘내세요.
내 속마음에 대해 친구들과 조금 더 얘기를 해 볼거야.,친구들과의 대화를 통해 마음이 더 좋아지면 좋겠어요.
평소에 건강관리 잘하고 내 몸을 더 아껴야겠다는 생각이 드네.,감사한 마음과 긍정적인 생활을 하시니 분명 건강하게 지내실 거예요.
내가 좀 더 사회를 알아보려고 노력중이야.,지금의 다짐을 통해 앞으로도 회사를 잘 이끌어나가셨으면 좋겠어요.
다행히 언니가 가까이 살고 있어서  언니 도움으로 빨리 갈 수 있었지.,빠른 판단으로 출산 할 수 있어서 모두 건강하다니 정말 다행이에요.
기업에 대한 자부심을 갖고 내가 맡은 직무에 최선을 다할 거야.,맡은 직무에 최선을 다해서 기업의 실적에 한 몫을 하는 직원이 될 수 있기를 바라요.
그렇지만 직접적인 폭력의 가해자가 전학을 갔으니까 친구들의 태도도 조금씩 바뀔것이라고 생각해.,긍정적으로 생각하는 것은 문제 해결에 있어 좋은 신호라고 생각해요.
재형저축을 들어야겠어,미리 미리 서두는 것도 방법이지요.
지금처럼 돈을 꾸준히 저금해서 큰 일이 생겼을 때 사용하여 경제적으로 부담을 줄일 거야.,꾸준한 저축으로 미래에 경제적으로 큰 도움이 되길 바라요.
협상전문가 박차장이 민원인을 잘 설득해서 순조롭게 마무리 되었어.,큰 문제 없이 마무리 되어서 정말 다행이네요.
계속해서 말을 걸면서 친해지는 것도 나쁘지 않을 거 같아.,그 방법도 좋은 거 같네요.
주식 오르기가 어려운데 올라 너무 좋았어.,주식에서 성공하기는 어려운 일이군요.
내생각에는 노년에는 꾸준히 운동을 해주고 먹는것도 조금씩 줄이는게 맞아,소식하며 운동하는게 젊음과 건강을 유지하는 비결이라고 하자나요
그래서 지금 대화주제좀 생각하고 있는 중인데 너무 신난다.,사랑하는 사람을 만나는것 만큼이나 어메이징한 일은 없는것 같아요.
제주도에 가기로 했어.,오랜 친구들과 여행을 가게 되서 신이 나시겠어요.
앞으로는 아내 건강관리도 열심히 하고 가족끼리 사진도 매년 찍을 거야.,화목한 가정이 오래 지속되길 바라요.
다들 내가 없으면 안된다고 말하고 꼭 참석하라고 해.,자신감있는 모습이 느껴지네요.
내가 먼저 여행 가자고 해봐야겠어.,가족들이랑 꼭 여행 즐겁게 다녀오셨으면 좋겠어요.
오늘 동생이 좋아하는 탕수육을 사줘야겠어.,동생과 행복한 시간을 보냈으면 좋겠어요.
믿어 주는 가족이 있으니 내가 항상 올바르고 착하게 지내려고 하는 것 같아.,믿어주는 가족이 있어 사용자님이 올바르고 착하게 지내신 거군요.
친구와 수학여행 때 함께 입을 옷을 구경하러 가야겠어.,친구와 즐거운 외출이 되기를 바라요.
간단한 운동도 하고 기분도 편안하네.,꾸준히 운동도 하시고 편안한 기분을 느끼시니 참 좋네요.
될 때까지 해볼 거야.,부모님의 지원도 있으니 포기하지만 않는다면 붙겠네요.
취업에 도움이 되는 공모전 상을 활용하여 작성하는 것이 가장 좋은 방법인 것 같아.,생각한 대로 해결이 되었으면 좋겠어요.
내가 하고 싶었던 분야에서 성공해 전문가로 인정받게 되었어.,하고 싶었던 분야에서 전문가로 인정받아 상을 받으신 거군요.
동료들에게 얼른 이 기쁜 소식을 전해줘야겠어.,동료들과 함께 즐거운 시간이 되었으면 좋겠어요.
엄청 기분좋은 일이었겠네요?,맞아 근데 처음있는 일이어서 말도 더듬고 얼굴도 붉어지고 심장도 뛰더라.
앞으로는 만성 기침 때문에 못했던 것들 많이 해야 겠어.,이로운 일들을 많이 하시길 바랄게요.
늘 행복한 생각만 해야지,그렇게 평생토록 행복하세요
정말 확실한 것만 추천해주니 백 퍼센트 신뢰해.,증권사 직원분의 추천 결과가 항상 좋았기 때문에 굉장히 신뢰하고 계시네요.
아내와 함께 조금씩 텃밭을 늘려 가보려고 해.,아내와 함께 지금의 상황을 계속해서 잘 유지하길 바라요.
많이 도와줄 수 없는 상황인데 본인이 잘 모아서 다행인 것 같아.,선생님의 도움 없이도 따님이 잘 모으셨군요.
생각만 해도 좋다,아드님의 이상형은 당신같은 사람일거에요!
항상 집안 분위기가 좋지 않았었어.,집안 분위기가 좋아져서 행복하시겠어요.
꾸준히 운동하고 건강을 챙긴 의미가 있어.,어떻게 몸 관리를 하시나요?
내 생각을 말하기보다는 친구의 생각을 먼저 들어줬어.,앞으로 남은 수행평가도 친구들과 즐겁게 한다면 좋은 점수를 받으실 거예요.
감사 편지도 쓰고 용돈도 드려야겠어.,남자친구의 부모님께 감사한 마음이 잘 전달됐으면 좋겠어요.
일단 다른 친구들과 친해지고 싶어.,친구들과의 관계가 좋아지길 응원할게요.
그냥 많은 거 안 바라고 여성스럽고 귀여웠으면 좋겠는데 상상만으로도 너무 즐겁다.,굉장히 기대하고 계시는 것 같은데 일 잘 풀리길 바랄게요.
그래서 참 서럽고 눈물이 나.,이럴 때 어떻게 기분을 푸는 게 좋을까요?
글을 배울 수 있게 되었을때 읽을 수 있게 편지를 써 놓을거야.,편지를 써서 선물할 생각이시군요.
그러게 감사하지.,그런 생각이 드시겠네요.
나는 자식한테도 작은 것부터 투자해보길 추천하려고 노후를 대비하는데도 이게 꽤 도움이 돼.,좋은 정보를 아버지로부터 얻을 수 있는 자녀분이 부럽네요.
맞아 내년에도 우리는 일등을 할 거야.,당신의 자신감이 너무 좋아 보여요.
너무 좋아서 잠도 안와.,새집에 대한 행복으로 잠도 오지 않으시군요.
앞으로 자주자주 가족들과 함께 시골에 내려가 즐거운 시간을 보내야겠어.,가족들과 함께 즐거운 시간이 되었으면 좋겠어요.
