P,S
응 무엇보다도 우리 부모님에게 죄송스러운 마음이 들어.,좋은 마음으로 양가 부모님 마음 상하지 않게 결혼을 잘 준비하는 좋은 방법이 무엇이 있을까요?
둘이 따로 만나서 직접적으로 이야기를 해봐야겠어.,대화로 풀 예정이시군요.
아빠에게 직접 요즘 말들을 알려주고 사랑한다고 말해야겠어.,사랑한다고 말해서 기분이 잘 풀리셨으면 좋겠어요.
너무 속상해서 속으로 계속 삭혔어.,주위에 지금의 기분을 나눌 수 있는 사람이 있었으면 좋겠어요.
마음이 불편해서 결국 솔직히 고백하고 잘못했다고 말했지.,예전처럼 솔직하게 털어놓고 용서를 구해서 상황을 극복할 수 있길 바라요.
만나는 사람이 없다는 게 혼란스러워.,많이 혼란스러우시군요.
선생님에게 한 번 상담을 받아야 될 것 같아.,진지한 상담을 통해 꼭 문제가 해결되셨으면 좋겠어요.
자식에게 편지를 써서 마음을 전해야겠어.,자식에게 쓴 편지로 진심이 전해지길 바라요.
집에 전화해서 어머니께 퀵서비스로 보내달라고 해야겠어.,서류를 잘 받아 늦지 않게 도착하시길 바라요.
올해 여든이야.,힘내시길 바라요.
얼른 취직해야겠어 진짜.,꼭 그렇게 되길 응원할게요.
아직 살날이 많이 남았으니 힘을 내야겠지?,항상 응원하고 있을게요.
회사 위에 이 일에 대해서 이야기를 좀 해보려고 해.,회사와의 대화를 통해 일이 잘 해결되었으면 좋겠어요.
엄마에게 사과하고 다음부턴 열심히 하겠다고 말해야겠어.,진정 어린 사과로 이 상황을 원만히 해결하길 바라요.
친구가 비교해서 직장을 깎아내렸나요?,물론 걔는 대기업이지만 우리도 나름 중견회사인데 그럴때마다 내가 참 못나보여.
일단 은퇴를 해서 더 그런 것 같아.,재정적으로 남들의 시선이 의식되나봐요.
어제는 맞은 게 화가 나서 제대로 얘기를 못했는데 오늘 진심으로 사과를 해 보려고.,사과로 다툼이 원활하게 풀리게 되면 좋겠어요.
의사의 말에 따르고 난 아내에게 힘이 되어주려고.,병원에 입원하셔서 잘 해결되길 바랄게요.
상처받으시면 안되니까 내가 시선을 신경쓰지 않으려고 노력하려고.,졸업식이 잘 해결되고 행복하게 지내시길 바랄게요.
공인중개사 자격증을 따서 일해보려고.,공인중개사 자격증의 획득이 은퇴 후의 일에 도움이 되는군요.
글쎄 속마음은 모르겠지만 아프고 돈 없는 엄마를 누가 좋아하겠어.,그 심정 이해하지만 너무 자학하지 마세요.
대신이지만 생일선물이라도 좋은 걸로 사가야겠다.,생일선물을 받고 딸이 기뻐했으면 좋겠네요.
동료들에게 다가가 말을 걸어볼 용기가 필요해.,그러면서 차츰 동료들과 친해져 고립감이 없어졌으면 좋겠어요.
자식들에게 전화를 건 적이 많네.,자녀분들에게 도움을 요청해 상황이 해결되었으면 좋겠어요.
하지만 컨닝했다고 벌 받기는 싫어.,잘못을 인정한다면 더 나은 사람이 될 수 있으실 거에요.
왜 그 말 때문에 나를 따돌림 시키는지 물어보고 내가 한말에 책임져야 할 것 같아.,그렇게 하는 것도 좋은 방법 같네요.
일단 은행에 가서 어디로 샜는지 확인할 생각이야.,좋게 해결되기를 바래요.
아쉽지만 그 부하직원에게 이번 작업에서 빠져달라고 말해야겠어.,그 일이 잘 해결 되셨으면 좋겠어요.
관련이 있는 아르바이트라도 해서 스펙을 쌓아야겠어.,좋은 일자리를 구하시길  바라요.
아무래도 친척들이지.,진로에 대해 고민이 많으시겠네요.
딸아이가 혼자 씻을 능력이 없다고 이번 한번만 간곡히 부탁해달라고 해서 청을 들어줬다네.,납득이 갈 만한 부분이지만 형님께서 무척 민망해하셨을 것 같네요.
지금이라도 내 장래에 대해 진지하게 생각하고 하고 싶은 일을 찾아야겠어.,하고 싶은 일을 찾는 일이 잘 되길 바라요.
그럼 어떻게 하는게 좋을까?,좋아하는 친구와의 관계는 평소와 다름 없이 이어가는게 좋을거 같아요.
나에게 맞는 운동을 찾아봐야겠어.,스트레스 없이 건강해지시길 바라요.
다 같이 모여서 솔직하게 내 기분을 말하는 시간이 필요할 것 같아.,솔직한 마음을 털어놓고 기분이 나아지면 좋겠어요.
언니를 만나서 여행에 대한 얘기도 듣고 건강을 조금씩 회복하면 좋겠어.,건강이 속히 회복 되셔서 언니와 더 좋은 시간 보내시면 좋겠어요.
김 씨 할머니에게 병문안을 가보려고 해.,김 씨 할머니의 병문안을 가서 좋은 시간 보내시길 바라요.
지금부터라도 운동을 통해 몸매를 관리해야겠어.,운동을 통해 몸매관리에 성공하시길 바랄게요.
아직 안해보고 나도 알아보고 얘기해볼까해,네 찾아보시고 아내분과 상의해보시면 좋을 것 같아요
기념일은 내가 챙겨도 난 남친이 좋아 집착인가,남친이 매력적인가 보군요
그런데 아이들에게는 공부나 운동을 하라고 하는 내가 좀 부끄럽지.,본인의 모습이 아이들에게 모범이 되지 못해 부끄러우시군요.
옛날 친구들한테 가서 아줌마들 욕이라도 실컷 해야겠어.,기분이 풀리실 수 있길 바랄게요.
사치품이라도 줄여서 카드빚을 갚는 게 우선인 것 같아.,지금부터 하나씩 좋은 결과로 이어졌으면 좋겠어요.
항상 응원하겠습니다.,평소에 아껴오던 친구가 갑자기 연락 두절 되었어.
알지만 죄책감이 느껴지는 건 어쩔 수 없어.,아들분께서는 미안해보다는 사랑해 고마워라는 말을 듣고 싶어하실 거에요.
운동 안 한지 너무 오래돼서 내 몸에 죄책감이 드네.,지금부터 실천하시면 되죠.
처음 보는 사람들과 대화를 잘 못해서 조별 모임에서 소외가 될 것 같아.,처음 만난 사람들과 쉽게 친해지는 성격이 아닌데 조별 모임을 하지 않을 수는 없으니 걱정이 되시겠어요.
친구를 진심으로 걱정하는 마음으로 금주원에 들어가라고 권하고 싶네.,진심이 통해서 잘 해결되면 좋겠어요.
짧게라도 전화나 문자를 통해 자녀들과 소통해야겠어.,자녀분들과 짧게나마 소통하며 즐거운 시간 보내시길 바라요.
그냥 회사를 믿고 시키는 대로 해야겠어.,회사에서의 일이 잘 풀렸으면 좋겠어요.
숨겨도 걸릴 것 같은데 주변에 사실대로 말하는 것이 가장 좋은 방법같아.,고민 해결이 되었으면 좋겠어요.
오늘은 동생이랑 한번 이야기를 해봐야겠어.,동생분과 대화를 통해 잘 풀어나가셨으면 좋겠어요.
아들에게 전화를 걸어서 잘 이야기 해 봐야겠어.,아들과 이야기를 통해 문제가 잘 해결될 수 있었으면 좋겠어요.
변변한 집 한 채도 얻고 장가도 들 수 있게 도와주고 싶어.,도움을 통해서 아드님이 어서 집을 마련하고 행복한 생활을 했으면 좋겠어요.
김치볶음밥을 하려고.,맛있게 드세요.
앞으로 음식 먹을 때도 꼼꼼히 따져 보고 먹어야겠어.,앞으로 좋은 일만 가득하길 바라요.
일단 일을 잘 진행해서 팀원을 만들어야겠어.,지금의 다짐으로 상황을 극복하시길 바라요.
저축할 돈이 없어.,돈에 대해서 많이 속상하시겠네요.
아내에게 찬찬히 설명을 잘 해봐야겠다.,오해가 잘 풀리길 바래요.
나와 어울릴만한 동료를 물색해봐야지.,그런 동료를 만나게 되시면 좋겠어요.
방광염에 좋은 운동이라든가 치료법을 알아보는 편이 좋겠어.,잘 알아보셔서 지금 불편한 상황을 잘 극복하길 바라요.
일도 줄이고 건강검진도 자주 다니면서 내 몸 생각하며 생활해야지.,건강을 회복하시고 마음도 한결 나아지시면 좋겠어요.
무슨 일이든 닥치는 대로 해서 내 앞에 달려 있는 빚이라도 갚아야지.,빚을 갚으면서 지금의 상황이 나아지길 바라요.
사람들과 관계도 회복하고 그 친구에게도 진심을 전하고 싶어.,진심을 통해서 관계회복이 되길 바랄게요.
코로나가 잠잠해질때까지는 집에서 이렇게 계획 하려고.,다치지 않고 건강하게 운동하시길 바랄게요.
별 거 아닌 이유로 매번 싸워.,친구 사이에 대한 고민이 많으시겠네요.
나 말고도 비슷한 사람이 많았을 거라고 생각하니 깔끔하게 잊고 나서 새 직장을 찾고 싶어.,꼭 마음에 드시는 직장 찾아서 입사하시길 바라요.
네일아티스트가 되고 싶어 공부중이야.,네일아티스트가 꿈이시군요.
그 해결책을 내가 어디에서 찾을 수 있을지 모르겠어.,자녀 분들에게 먼저 이야기해보세요.
엄마한테 나의 의견을 전달해 보라고.,꼭 해결되었으면 좋겠네요.
선생님에게 요즘 게임이 단순 오락이 아니라 스포츠라고 말씀 드리고 싶어.,선생님과의 대화로 상황이 나아지길 바라요.
너무 극적인 얘기를 하곤 하는데 혐오스러운 느낌까지 들어.,기분 나쁜 말을 하나 봅니다.
그래도 우선 가족과 함께 상의해 봐야겠어.,말씀하신대로 가족과 상의 잘 하시길 바랄게요.
직접 편지를 써서 전하면 마음이 잘 전달될거야.,편지를 이용하면 상대방 마음이 잘 전달되는군요.
더 얘기를 해보아야 알겠지만 서로 알아간다 생각하고 같이 결론 내봐야지!,대화를 통해 좋은 결론이 내려지면 좋겠어요.
우선 경찰서에 가서 신고를 하고 도움을 구해야겠어.,상황이 잘 해결됐으면 좋겠어요.
왜 그러는지 물어보고 혼을 내든지 조언해주든지 해야겠어.,다음에는 그런 일이 없었으면 좋겠네요.
안 그래도 힘든 사람들을 더 힘들게 하고 말이야 나는 그런 사람들은 사람 같지도 않아.,힘든 사람들을 더 힘들 게 만들다니 정말 나쁜 행동이에요.
믿을수 있는 사람들이 주위에 있는건 축복이에요.,응 주위에 많은 사람들이 있어서 너무 기뻐.
그런데 항상 뭐가 안 맞아서 잘 안 되는 것 같아서 답답해.,이럴 때 기분이 나아질 방법이 있을까요?
선생님께 찾아가 혹시 선생님께서 시키신 일이냐고 여쭤봐야겠어.,선생님과의 대화로 문제가 해결되었으면 좋겠네요.
내가 말하는 걸로 인해서 누군가의 가정의 미래가 어두워진다고 생각하니까 너무 힘들어.,그런식으로 자책한다고 해결될 일은 없으니 그냥 편하게 생각하세요.
아내에게 진솔하게 대화를 시도해서 현장 직에 계속 있는 게 좋을 것 같아.,아내와 대화가 잘 성사되어 상황이 해결되길 바랄게요.
잘못 선택해서 후회하는 적이 많았거든.,후회한 경험이 많군요.
집에 혼자 있는 시간을 줄이도록 바깥 활동을 많이 해야겠어.,그렇게 하셔서 외로움이 없어지시면 좋겠어요.
많이 당황스러웠지만 처음 뵙는 거라 공손히 인사 드렸어.,인사도 드리고 잘 대처했다니 정말 다행이에요.
뭐가 문젠지 파악을 해보고 부모님께 사실대로 말씀 드려야겠다.,부모님께 사실대로 말씀 드려서 잘 해결되었으면 좋겠어요.
굳이 부유하지 않은 척을 하지 않고 남의 시선을 신경 안 쓰려고 노력해야겠어.,남의 시선을 쓰지 않으려고 노력하여 더 나아지면 좋겠어요.
잠시 자리를 피해야겠어.,잠시 자리를 벗어나 민망한 상황을 벗어났으면 좋겠어요.
직장에서 소외감도 들고 외롭네.,직장에서 소외감을 느끼시는군요.
더 좋은 조건으로 거래처와 말을 해야 될 것 같아.,분명 좋은 결과가 있을 거예요.
시간이 많이 지나진 않았으니 피임약을 먹어야겠어.,원하시는 방향대로 일이 잘 해결되었으면 좋겠네요.
회사가 끝나고 집에 가서 편하게 쉬어야겠어.,편하게 쉬고 기분이 좋아지길 바라요.
자궁이 약해서 임신초기 많이 움직이면 안 좋은데 자주 돌아다녀서 그런가 봐.,앞으로는 걱정하실 일이 없길 바라요.
상사와 따로 술자리를 마련해서 이 문제에 대해 논의해봐야겠어.,상사 분과 대화로 잘 해결되길 바라요.
그 시간에 가족들과 대화를 한다거나 운동이라도 했으면 좋겠어.,꼭 원하시는 대로 이뤄지길 바랄게요.
사장님 얼굴도 쳐다보기가 싫어.,상사의 행동에 매우 언짢았겠어요.
잘못한 건 똑바로 바로 잡을 수 있게 아들과 이야기를 해야겠어.,아들과 이야기를 통해 일이 잘 풀렸으면 좋겠어요.
급하게 사채를 쓰기는 했는데 더 커지기 전에 은행대출로 돌려야겠어.,그렇게 해서 잘 벗어나길 바랄게요.
그 이야기를 듣고 너무 충격을 받았어.,충격을 많이 받으셨겠네요.
그것때문에 생활이 힘들어.,그런상황 이군요.
부동산 전문가들도 말이 다 달라서 더 헷갈려.,잘 생개해보셔서 나은 판단을 하시길 바래요.
아직 나에게 안좋은 감정이 남아있어,자신을 위해서라도 안좋은 감정을 털어버리려고 노력해보세요
사람들과 연락을 끊고 일주일간 혼자 여행을 다녀올까 해.,혼자 여행 가셔서 기분이 나아지면 좋겠네요.
